name,variant_type,Bonobo,Chimpanzee,Human,description,post_mean,selection_regime
AFG1L,SVs,1,1,4,AFG1 like ATPase,7.3187e-4,Weak selection
AFG2A,SVs,1,1,4,AFG2 AAA ATPase homolog A,0.00449746,Strong selection
AFG3L2,SVs,0,1,1,AFG3 like matrix AAA peptidase subunit 2,0.0329488,Extreme selection
AFMID,SVs,1,0,1,arylformamidase,6.044e-4,Weak selection
AFP,SVs,0,0,1,alpha fetoprotein,0.00479777,Strong selection
AFTPH,SVs,0,1,1,aftiphilin,0.190297,Extreme selection
AGA,SVs,0,1,1,aspartylglucosaminidase,0.00184884,Strong selection
AGAP1,SVs,1,1,1,ArfGAP with GTPase domain%2C ankyrin repeat and PH domain 1,0.077641,Extreme selection
AGAP3,SVs,1,0,0,ArfGAP with GTPase domain%2C ankyrin repeat and PH domain 3,0.0731221,Extreme selection
AGAP4,SVs,0,0,1,ArfGAP with GTPase domain%2C ankyrin repeat and PH domain 4,0.00561535,Strong selection
AGAP5,SVs,0,0,1,ArfGAP with GTPase domain%2C ankyrin repeat and PH domain 5,0.00129793,Strong selection
AGAP6,SVs,0,1,1,ArfGAP with GTPase domain%2C ankyrin repeat and PH domain 6,0.00329753,Strong selection
AGBL2,SVs,0,1,0,AGBL carboxypeptidase 2,0.00153349,Strong selection
AGBL3,SVs,1,1,1,AGBL carboxypeptidase 3,9.2697e-4,Weak selection
AGBL4,SVs,0,1,1,AGBL carboxypeptidase 4,0.00305179,Strong selection
AGER,SVs,0,0,1,advanced glycosylation end-product specific receptor,7.1482e-4,Weak selection
AGFG1,SVs,0,0,1,ArfGAP with FG repeats 1,0.248028,Extreme selection
AGFG2,SVs,0,1,0,ArfGAP with FG repeats 2,0.0117729,Extreme selection
AGGF1,SVs,0,1,1,angiogenic factor with G-patch and FHA domains 1,0.0148377,Extreme selection
AGK,SVs,0,0,1,acylglycerol kinase,0.00188327,Strong selection
AGL,SVs,0,1,1,amylo-alpha-1%2C 6-glucosidase%2C 4-alpha-glucanotransferase,0.00195103,Strong selection
AGMAT,SVs,1,0,0,agmatinase (putative),0.00192389,Strong selection
AGMO,SVs,1,1,1,alkylglycerol monooxygenase,6.4532e-4,Weak selection
AGO2,SVs,1,0,1,argonaute RISC catalytic component 2,0.390195,Extreme selection
AGO3,SVs,0,1,1,argonaute RISC catalytic component 3,0.138215,Extreme selection
AGO4,SVs,0,0,1,argonaute RISC component 4,0.127086,Extreme selection
AGPAT3,SVs,0,4,1,1-acylglycerol-3-phosphate O-acyltransferase 3,0.196845,Extreme selection
AGPAT4,SVs,1,1,1,1-acylglycerol-3-phosphate O-acyltransferase 4,0.0498184,Extreme selection
AGPAT5,SVs,1,1,1,1-acylglycerol-3-phosphate O-acyltransferase 5,0.0106073,Extreme selection
AGPS,SVs,1,1,1,alkylglycerone phosphate synthase,0.157472,Extreme selection
AGR2,SVs,0,0,1,anterior gradient 2%2C protein disulphide isomerase family member,0.0124864,Extreme selection
AGRN,SVs,0,1,1,agrin,0.0307756,Extreme selection
AGRP,SVs,0,0,1,agouti related neuropeptide,0.00530692,Strong selection
AGT,SVs,1,1,0,angiotensinogen,0.0032257,Strong selection
AGTPBP1,SVs,0,0,1,ATP/GTP binding carboxypeptidase 1,0.0415215,Extreme selection
AGTR1,SVs,0,0,1,angiotensin II receptor type 1,0.00529358,Strong selection
AGTRAP,SVs,0,1,0,angiotensin II receptor associated protein,0.00290956,Strong selection
AGXT,SVs,0,0,1,alanine--glyoxylate aminotransferase,0.00105286,Strong selection
AHCTF1,SVs,3,1,1,AT-hook containing transcription factor 1,0.174976,Extreme selection
AHCY,SVs,1,4,1,adenosylhomocysteinase,0.021869,Extreme selection
AHCYL1,SVs,0,0,1,adenosylhomocysteinase like 1,0.166537,Extreme selection
AHCYL2,SVs,0,1,1,adenosylhomocysteinase like 2,0.0740333,Extreme selection
AHI1,SVs,1,1,1,Abelson helper integration site 1,0.00311581,Strong selection
AHNAK,SVs,0,1,1,AHNAK nucleoprotein,0.0257964,Extreme selection
AHNAK2,SVs,0,0,1,AHNAK nucleoprotein 2,0.00264811,Strong selection
AHR,SVs,0,1,1,aryl hydrocarbon receptor,0.186182,Extreme selection
AHRR,SVs,1,4,4,aryl hydrocarbon receptor repressor,0.00382519,Strong selection
AHSA1,SVs,0,0,1,activator of HSP90 ATPase activity 1,0.268002,Extreme selection
AHSA2P,SVs,1,0,0,activator of HSP90 ATPase homolog 2,0.00140885,Strong selection
AHSA2P,SVs,1,0,0,activator of HSP90 ATPase homolog 2%2C pseudogene,0.00140885,Strong selection
AHSG,SVs,0,1,0,alpha 2-HS glycoprotein,8.7309e-4,Weak selection
AICDA,SVs,0,1,0,activation induced cytidine deaminase,0.00522198,Strong selection
AIDA,SVs,0,0,1,axin interactor%2C dorsalization associated,0.00987394,Strong selection
AIFM1,SVs,0,0,1,apoptosis inducing factor mitochondria associated 1,0.177351,Extreme selection
AIFM2,SVs,0,1,0,AIF family member 2,8.6695e-4,Weak selection
AIFM3,SVs,0,0,1,AIF family member 3,0.00221595,Strong selection
AIG1,SVs,0,1,1,androgen induced 1,0.00511082,Strong selection
AIM2,SVs,0,1,1,absent in melanoma 2,0.0018237,Strong selection
AIMP1,SVs,0,1,0,aminoacyl tRNA synthetase complex interacting multifunctional protein 1,0.00548688,Strong selection
AIPL1,SVs,0,0,1,aryl hydrocarbon receptor interacting protein like 1,0.0051408,Strong selection
AJAP1,SVs,1,1,1,adherens junctions associated protein 1,0.104834,Extreme selection
AJM1,SVs,0,1,0,apical junction component 1 homolog,0.0283907,Extreme selection
AJUBA,SVs,0,1,0,ajuba LIM protein,0.0667367,Extreme selection
AK1,SVs,1,1,1,adenylate kinase 1,0.0045074,Strong selection
AK3,SVs,0,1,0,adenylate kinase 3,0.00100487,Strong selection
AK4,SVs,0,1,0,adenylate kinase 4,0.028846,Extreme selection
AK5,SVs,1,1,1,adenylate kinase 5,0.0332935,Extreme selection
AK6,SVs,0,1,0,adenylate kinase 6,0.00218793,Strong selection
AK8,SVs,0,1,1,adenylate kinase 8,0.00153439,Strong selection
AK9,SVs,1,1,1,adenylate kinase 9,0.0016154,Strong selection
AKAIN1,SVs,0,1,0,A-kinase anchor inhibitor 1,0.00803873,Strong selection
AKAP1,SVs,0,1,0,A-kinase anchoring protein 1,0.043846,Extreme selection
AKAP10,SVs,0,1,1,A-kinase anchoring protein 10,0.050906,Extreme selection
AKAP11,SVs,0,1,0,A-kinase anchoring protein 11,0.0638591,Extreme selection
AKAP12,SVs,1,0,0,A-kinase anchoring protein 12,0.0345862,Extreme selection
AKAP13,SVs,1,1,1,A-kinase anchoring protein 13,0.0868557,Extreme selection
AKAP14,SVs,1,0,1,A-kinase anchoring protein 14,0.0260644,Extreme selection
AKAP17A,SVs,0,0,1,A-kinase anchoring protein 17A,0.0859213,Extreme selection
AKAP3,SVs,1,0,1,A-kinase anchoring protein 3,0.00788065,Strong selection
AKAP5,SVs,0,0,1,A-kinase anchoring protein 5,0.0513363,Extreme selection
AKAP6,SVs,1,1,1,A-kinase anchoring protein 6,0.072808,Extreme selection
AKAP7,SVs,0,1,3,A-kinase anchoring protein 7,0.0017698,Strong selection
AKAP8,SVs,0,1,0,A-kinase anchoring protein 8,0.0562691,Extreme selection
AKAP8L,SVs,0,1,0,A-kinase anchoring protein 8 like,0.0429098,Extreme selection
AKAP9,SVs,1,1,1,A-kinase anchoring protein 9,0.0386121,Extreme selection
AKIRIN1,SVs,0,1,0,akirin 1,0.0909972,Extreme selection
AKIRIN2,SVs,0,1,1,akirin 2,0.19021,Extreme selection
AKNA,SVs,1,1,1,AT-hook transcription factor,0.017204,Extreme selection
AKNAD1,SVs,0,1,4,AKNA domain containing 1,0.00259207,Strong selection
AKR1A1,SVs,0,1,0,aldo-keto reductase family 1 member A1,0.00199598,Strong selection
AKR1B10,SVs,0,1,0,aldo-keto reductase family 1 member B10,0.00276277,Strong selection
AKR1C1,SVs,0,0,1,aldo-keto reductase family 1 member C1,0.00122651,Strong selection
AKR1C2,SVs,0,1,1,aldo-keto reductase family 1 member C2,0.00228711,Strong selection
AKR1C3,SVs,1,1,1,aldo-keto reductase family 1 member C3,6.1843e-4,Weak selection
AKR1C4,SVs,0,0,1,aldo-keto reductase family 1 member C4,7.9644e-4,Weak selection
AKR1D1,SVs,0,1,1,aldo-keto reductase family 1 member D1,0.00154703,Strong selection
AKR1E2,SVs,0,4,1,aldo-keto reductase family 1 member E2,9.724e-4,Weak selection
AKR7A3,SVs,0,0,1,aldo-keto reductase family 7 member A3,9.8877e-4,Weak selection
AKT1S1,SVs,0,0,1,AKT1 substrate 1,0.0133263,Extreme selection
AKT2,SVs,1,1,1,AKT serine/threonine kinase 2,0.0779176,Extreme selection
AKT3,SVs,0,1,1,AKT serine/threonine kinase 3,0.297607,Extreme selection
ALAS1,SVs,0,1,0,5'-aminolevulinate synthase 1,0.0328315,Extreme selection
ALB,SVs,0,1,0,albumin,0.0392545,Extreme selection
ALCAM,SVs,1,1,0,activated leukocyte cell adhesion molecule,0.0441422,Extreme selection
ALDH16A1,SVs,0,1,1,aldehyde dehydrogenase 16 family member A1,0.00116983,Strong selection
ALDH18A1,SVs,0,1,4,aldehyde dehydrogenase 18 family member A1,0.0321054,Extreme selection
ALDH1A1,SVs,0,1,1,aldehyde dehydrogenase 1 family member A1,0.0607188,Extreme selection
ALDH1A2,SVs,1,1,1,aldehyde dehydrogenase 1 family member A2,0.0652549,Extreme selection
ALDH1A3,SVs,0,0,1,aldehyde dehydrogenase 1 family member A3,0.0452889,Extreme selection
ALDH1L1,SVs,0,0,1,aldehyde dehydrogenase 1 family member L1,0.00137293,Strong selection
ALDH1L2,SVs,0,1,1,aldehyde dehydrogenase 1 family member L2,0.00213588,Strong selection
ALDH3A2,SVs,0,0,1,aldehyde dehydrogenase 3 family member A2,0.00284864,Strong selection
ALDH4A1,SVs,0,1,0,aldehyde dehydrogenase 4 family member A1,0.00388732,Strong selection
ALDH5A1,SVs,0,1,0,aldehyde dehydrogenase 5 family member A1,0.00417039,Strong selection
ALDH6A1,SVs,1,0,1,aldehyde dehydrogenase 6 family member A1,0.0054262,Strong selection
ALDH7A1,SVs,1,1,1,aldehyde dehydrogenase 7 family member A1,0.00413194,Strong selection
ALDH8A1,SVs,0,1,1,aldehyde dehydrogenase 8 family member A1,0.0016204,Strong selection
ALDH9A1,SVs,0,1,1,aldehyde dehydrogenase 9 family member A1,0.00109312,Strong selection
ALDOB,SVs,0,0,1,aldolase%2C fructose-bisphosphate B,0.00146732,Strong selection
ALG1,SVs,0,1,0,ALG1 chitobiosyldiphosphodolichol beta-mannosyltransferase,0.0024709,Strong selection
ALG10B,SVs,0,0,1,ALG10 alpha-1%2C2-glucosyltransferase B,0.00463286,Strong selection
ALG12,SVs,0,1,1,ALG12 alpha-1%2C6-mannosyltransferase,0.00209819,Strong selection
ALG14,SVs,0,1,1,ALG14 UDP-N-acetylglucosaminyltransferase subunit,0.00118996,Strong selection
ALG2,SVs,0,1,0,ALG2 alpha-1%2C3/1%2C6-mannosyltransferase,0.00468464,Strong selection
ALG5,SVs,0,1,1,ALG5 dolichyl-phosphate beta-glucosyltransferase,0.0292947,Extreme selection
ALG6,SVs,0,1,0,ALG6 alpha-1%2C3-glucosyltransferase,0.00677956,Strong selection
ALG9,SVs,0,1,0,ALG9 alpha-1%2C2-mannosyltransferase,0.0131344,Extreme selection
ALK,SVs,1,1,1,ALK receptor tyrosine kinase,0.0239316,Extreme selection
ALKAL2,SVs,0,1,0,ALK and LTK ligand 2,0.0293032,Extreme selection
ALKBH1,SVs,1,1,0,alkB homolog 1%2C histone H2A dioxygenase,0.00278631,Strong selection
ALKBH2,SVs,1,0,0,alkB homolog 2%2C alpha-ketoglutarate dependent dioxygenase,0.00141737,Strong selection
ALKBH3,SVs,1,1,1,alkB homolog 3%2C alpha-ketoglutarate dependent dioxygenase,6.3988e-4,Weak selection
ALKBH5,SVs,1,1,0,alkB homolog 5%2C RNA demethylase,0.200346,Extreme selection
ALKBH8,SVs,1,1,1,alkB homolog 8%2C tRNA methyltransferase,0.00114348,Strong selection
ALLC,SVs,0,0,1,allantoicase,4.5637e-4,Weak selection
ALMS1,SVs,1,1,1,ALMS1 centrosome and basal body associated protein,0.00470012,Strong selection
ALOX12,SVs,0,1,0,arachidonate 12-lipoxygenase%2C 12S type,0.00317543,Strong selection
ALOX15,SVs,0,1,1,arachidonate 15-lipoxygenase,8.6654e-4,Weak selection
ALOX5,SVs,0,1,0,arachidonate 5-lipoxygenase,0.0200749,Extreme selection
ALOX5AP,SVs,0,1,0,arachidonate 5-lipoxygenase activating protein,0.0254942,Extreme selection
ALOXE3,SVs,0,0,1,arachidonate epidermal lipoxygenase 3,0.00252347,Strong selection
ALPG,SVs,0,4,0,alkaline phosphatase%2C germ cell,0.00191607,Strong selection
ALPK1,SVs,0,1,0,alpha kinase 1,0.00154266,Strong selection
ALPK2,SVs,0,1,0,alpha kinase 2,0.00223433,Strong selection
ALPK3,SVs,0,0,1,alpha kinase 3,0.00420764,Strong selection
ALPL,SVs,0,1,0,alkaline phosphatase%2C biomineralization associated,0.0110991,Extreme selection
ALPP,SVs,0,4,0,alkaline phosphatase%2C placental,7.8036e-4,Weak selection
ALS2,SVs,1,4,1,alsin Rho guanine nucleotide exchange factor ALS2,0.0271239,Extreme selection
ALS2CL,SVs,0,1,0,ALS2 C-terminal like,9.7439e-4,Weak selection
ALX3,SVs,0,0,1,ALX homeobox 3,0.0218777,Extreme selection
ALX4,SVs,1,1,0,ALX homeobox 4,0.0652089,Extreme selection
ALYREF,SVs,0,0,1,Aly/REF export factor,0.300345,Extreme selection
AMACR,SVs,0,1,0,alpha-methylacyl-CoA racemase,0.00209515,Strong selection
AMBN,SVs,0,1,0,ameloblastin,0.0013952,Strong selection
AMBP,SVs,0,1,0,alpha-1-microglobulin/bikunin precursor,5.8814e-4,Weak selection
AMBRA1,SVs,1,1,1,autophagy and beclin 1 regulator 1,0.318866,Extreme selection
AMD1,SVs,0,1,0,adenosylmethionine decarboxylase 1,0.113508,Extreme selection
AMDHD1,SVs,1,1,1,amidohydrolase domain containing 1,0.0011389,Strong selection
AMELX,SVs,1,0,0,amelogenin X-linked,0.051707,Extreme selection
AMELY,SVs,0,1,0,amelogenin Y-linked,0.0044033,Strong selection
AMFR,SVs,0,1,1,autocrine motility factor receptor,0.0263415,Extreme selection
AMHR2,SVs,1,0,0,anti-Mullerian hormone receptor type 2,0.0106996,Extreme selection
AMMECR1L,SVs,0,1,1,AMMECR1 like,0.196922,Extreme selection
AMN1,SVs,0,1,1,antagonist of mitotic exit network 1 homolog,0.0278909,Extreme selection
AMOT,SVs,0,1,1,angiomotin,0.111659,Extreme selection
AMOTL1,SVs,0,4,1,angiomotin like 1,0.0351334,Extreme selection
AMPD1,SVs,1,0,0,adenosine monophosphate deaminase 1,0.00151609,Strong selection
AMPD3,SVs,0,1,0,adenosine monophosphate deaminase 3,0.00680249,Strong selection
AMPH,SVs,0,1,1,amphiphysin,0.0318191,Extreme selection
AMTN,SVs,0,0,1,amelotin,0.00198069,Strong selection
AMY1A,SVs,0,0,4,amylase alpha 1A,0.00277779,Strong selection
AMY1B,SVs,0,0,4,amylase alpha 1B,9.3742e-4,Weak selection
AMY1C,SVs,0,0,4,amylase alpha 1C,0.00405046,Strong selection
AMY2A,SVs,0,0,4,amylase alpha 2A,0.00197728,Strong selection
AMZ1,SVs,0,1,1,archaelysin family metallopeptidase 1,5.632e-4,Weak selection
AMZ2,SVs,1,0,1,archaelysin family metallopeptidase 2,0.00332171,Strong selection
ANAPC1,SVs,0,1,1,anaphase promoting complex subunit 1,0.0108809,Extreme selection
ANAPC10,SVs,1,1,0,anaphase promoting complex subunit 10,0.0145745,Extreme selection
ANAPC16,SVs,0,0,1,anaphase promoting complex subunit 16,0.0259355,Extreme selection
ANAPC2,SVs,0,1,1,anaphase promoting complex subunit 2,0.126335,Extreme selection
ANAPC4,SVs,0,1,1,anaphase promoting complex subunit 4,0.0513094,Extreme selection
ANAPC5,SVs,1,1,0,anaphase promoting complex subunit 5,0.0114516,Extreme selection
ANAPC7,SVs,0,1,0,anaphase promoting complex subunit 7,0.0676759,Extreme selection
ANG,SVs,0,1,0,angiogenin,0.00867031,Strong selection
ANGEL1,SVs,1,1,0,angel homolog 1,0.00389449,Strong selection
ANGPT1,SVs,1,1,1,angiopoietin 1,0.0660562,Extreme selection
ANGPT4,SVs,0,0,1,angiopoietin 4,5.6449e-4,Weak selection
ANGPTL1,SVs,1,1,0,angiopoietin like 1,0.00340086,Strong selection
ANGPTL4,SVs,0,0,1,angiopoietin like 4,0.00167643,Strong selection
ANGPTL5,SVs,0,1,0,angiopoietin like 5,0.00104306,Strong selection
ANGPTL6,SVs,0,1,0,angiopoietin like 6,0.0012151,Strong selection
ANK1,SVs,0,1,0,ankyrin 1,0.120175,Extreme selection
ANK2,SVs,1,1,1,ankyrin 2,0.202024,Extreme selection
ANK3,SVs,1,1,1,ankyrin 3,0.257828,Extreme selection
ANKAR,SVs,0,1,1,ankyrin and armadillo repeat containing,0.00118623,Strong selection
ANKDD1A,SVs,0,1,1,ankyrin repeat and death domain containing 1A,0.00132949,Strong selection
ANKDD1B,SVs,0,0,1,ankyrin repeat and death domain containing 1B,0.0011352,Strong selection
ANKFN1,SVs,1,1,1,ankyrin repeat and fibronectin type III domain containing 1,0.00780712,Strong selection
ANKFY1,SVs,1,1,0,ankyrin repeat and FYVE domain containing 1,0.0649269,Extreme selection
ANKH,SVs,0,1,1,ANKH inorganic pyrophosphate transport regulator,0.0658475,Extreme selection
ANKHD1,SVs,0,1,0,ankyrin repeat and KH domain containing 1,0.256608,Extreme selection
ANKIB1,SVs,0,1,1,ankyrin repeat and IBR domain containing 1,0.141132,Extreme selection
ANKLE2,SVs,1,1,1,ankyrin repeat and LEM domain containing 2,0.0132771,Extreme selection
ANKMY1,SVs,1,1,1,ankyrin repeat and MYND domain containing 1,4.5627e-4,Weak selection
ANKMY2,SVs,0,0,1,ankyrin repeat and MYND domain containing 2,0.00305839,Strong selection
ANKRD1,SVs,0,1,0,ankyrin repeat domain 1,0.00238072,Strong selection
ANKRD10,SVs,0,1,1,ankyrin repeat domain 10,0.0422678,Extreme selection
ANKRD11,SVs,1,1,1,ankyrin repeat domain containing 11,0.290224,Extreme selection
ANKRD12,SVs,0,1,1,ankyrin repeat domain 12,0.15208,Extreme selection
ANKRD13A,SVs,0,0,1,ankyrin repeat domain 13A,0.025769,Extreme selection
ANKRD13C,SVs,0,1,1,ankyrin repeat domain 13C,0.106722,Extreme selection
ANKRD13D,SVs,0,1,0,ankyrin repeat domain 13D,0.0428545,Extreme selection
ANKRD16,SVs,1,0,0,ankyrin repeat domain 16,0.00107502,Strong selection
ANKRD17,SVs,1,0,0,ankyrin repeat domain 17,0.405521,Extreme selection
ANKRD18A,SVs,1,1,1,ankyrin repeat domain 18A,0.00112653,Strong selection
ANKRD18B,SVs,0,0,1,ankyrin repeat domain 18B,0.0099788,Strong selection
ANKRD22,SVs,0,1,1,ankyrin repeat domain 22,8.1619e-4,Weak selection
ANKRD24,SVs,0,0,1,ankyrin repeat domain 24,0.00350658,Strong selection
ANKRD26,SVs,1,1,0,ankyrin repeat domain containing 26,0.00242826,Strong selection
ANKRD27,SVs,1,1,1,ankyrin repeat domain 27,8.6053e-4,Weak selection
ANKRD28,SVs,1,1,1,ankyrin repeat domain 28,0.131431,Extreme selection
ANKRD29,SVs,0,1,0,ankyrin repeat domain 29,0.00270424,Strong selection
ANKRD30A,SVs,1,4,4,ankyrin repeat domain 30A,0.00234782,Strong selection
ANKRD30B,SVs,0,0,4,ankyrin repeat domain 30B,0.00212202,Strong selection
ANKRD31,SVs,0,1,1,ankyrin repeat domain 31,7.9958e-4,Weak selection
ANKRD33,SVs,0,1,0,ankyrin repeat domain 33,0.00180858,Strong selection
ANKRD33B,SVs,0,1,1,ankyrin repeat domain 33B,0.061094,Extreme selection
ANKRD34B,SVs,1,1,0,ankyrin repeat domain 34B,0.00135247,Strong selection
ANKRD34C,SVs,0,1,0,ankyrin repeat domain 34C,0.0399672,Extreme selection
ANKRD35,SVs,1,1,0,ankyrin repeat domain 35,9.1413e-4,Weak selection
ANKRD36,SVs,0,0,4,ankyrin repeat domain 36,0.00343647,Strong selection
ANKRD39,SVs,0,1,0,ankyrin repeat domain 39,0.00305651,Strong selection
ANKRD40,SVs,0,1,0,ankyrin repeat domain 40,0.0768398,Extreme selection
ANKRD42,SVs,0,1,0,ankyrin repeat domain 42,8.6013e-4,Weak selection
ANKRD44,SVs,1,1,1,ankyrin repeat domain 44,0.0544491,Extreme selection
ANKRD45,SVs,1,1,1,ankyrin repeat domain 45,0.00157943,Strong selection
ANKRD52,SVs,0,1,0,ankyrin repeat domain 52,0.35455,Extreme selection
ANKRD55,SVs,0,1,1,ankyrin repeat domain 55,0.00995938,Strong selection
ANKRD6,SVs,0,0,1,ankyrin repeat domain 6,0.00710913,Strong selection
ANKRD62,SVs,0,1,1,ankyrin repeat domain 62,0.0268721,Extreme selection
ANKRD65,SVs,0,1,0,ankyrin repeat domain 65,0.00407449,Strong selection
ANKS1A,SVs,0,1,1,ankyrin repeat and sterile alpha motif domain containing 1A,0.108734,Extreme selection
ANKS1B,SVs,1,1,1,ankyrin repeat and sterile alpha motif domain containing 1B,0.1212,Extreme selection
ANKS3,SVs,0,1,0,ankyrin repeat and sterile alpha motif domain containing 3,0.0202867,Extreme selection
ANLN,SVs,0,1,1,anillin%2C actin binding protein,0.0485314,Extreme selection
ANO1,SVs,1,1,1,anoctamin 1,0.0589939,Extreme selection
ANO10,SVs,1,1,1,anoctamin 10,0.00375183,Strong selection
ANO2,SVs,0,1,1,anoctamin 2,9.2837e-4,Weak selection
ANO3,SVs,0,1,1,anoctamin 3,0.0195354,Extreme selection
ANO4,SVs,1,1,1,anoctamin 4,0.0404038,Extreme selection
ANO5,SVs,0,1,1,anoctamin 5,0.00407772,Strong selection
ANO6,SVs,1,1,1,anoctamin 6,0.00409536,Strong selection
ANO7,SVs,1,0,1,anoctamin 7,4.432e-4,Weak selection
ANO9,SVs,1,1,1,anoctamin 9,0.0028286,Strong selection
ANOS1,SVs,0,4,0,anosmin 1,0.146212,Extreme selection
ANP32B,SVs,0,0,1,acidic nuclear phosphoprotein 32 family member B,0.550629,Extreme selection
ANP32E,SVs,0,0,1,acidic nuclear phosphoprotein 32 family member E,0.146031,Extreme selection
ANTXR1,SVs,1,1,1,ANTXR cell adhesion molecule 1,0.100248,Extreme selection
ANTXR2,SVs,1,1,1,ANTXR cell adhesion molecule 2,0.0182263,Extreme selection
ANXA10,SVs,1,1,0,annexin A10,5.5185e-4,Weak selection
ANXA11,SVs,0,1,0,annexin A11,0.00147695,Strong selection
ANXA2,SVs,4,1,1,annexin A2,0.0146466,Extreme selection
ANXA3,SVs,1,1,1,annexin A3,0.00108577,Strong selection
ANXA4,SVs,1,1,1,annexin A4,0.00399961,Strong selection
ANXA6,SVs,0,0,1,annexin A6,0.00737257,Strong selection
ANXA7,SVs,0,0,1,annexin A7,0.00186677,Strong selection
ANXA9,SVs,0,0,1,annexin A9,0.00142747,Strong selection
AOAH,SVs,0,1,1,acyloxyacyl hydrolase,0.00106929,Strong selection
AOC2,SVs,0,0,1,amine oxidase copper containing 2,5.9788e-4,Weak selection
AOC3,SVs,0,0,1,amine oxidase copper containing 3,0.00134382,Strong selection
AOPEP,SVs,1,1,1,aminopeptidase O (putative),9.0489e-4,Weak selection
AOX1,SVs,0,2,1,aldehyde oxidase 1,5.4207e-4,Weak selection
AP1AR,SVs,0,1,1,adaptor related protein complex 1 associated regulatory protein,0.0359195,Extreme selection
AP1B1,SVs,1,0,0,adaptor related protein complex 1 subunit beta 1,0.111064,Extreme selection
AP1G1,SVs,0,1,1,adaptor related protein complex 1 subunit gamma 1,0.200848,Extreme selection
AP1M1,SVs,0,1,0,adaptor related protein complex 1 subunit mu 1,0.102348,Extreme selection
AP1M2,SVs,0,1,0,adaptor related protein complex 1 subunit mu 2,0.00347277,Strong selection
AP1S3,SVs,1,1,1,adaptor related protein complex 1 subunit sigma 3,0.00578605,Strong selection
AP2A1,SVs,0,0,1,adaptor related protein complex 2 subunit alpha 1,0.267718,Extreme selection
AP2A2,SVs,0,4,1,adaptor related protein complex 2 subunit alpha 2,0.208718,Extreme selection
AP2B1,SVs,0,1,1,adaptor related protein complex 2 subunit beta 1,0.128451,Extreme selection
AP2S1,SVs,0,0,1,adaptor related protein complex 2 subunit sigma 1,0.151532,Extreme selection
