gene	description	Western	Western x Central	Central	Eastern
P2RX3	purinergic receptor P2X 3	2	2	1	2
PRG3	proteoglycan 3, pro eosinophil major basic protein 2	2	3	3	1
PRG2	proteoglycan 2, pro eosinophil major basic protein	3	4	2	2
SLC43A3	solute carrier family 43 member 3	3	3	2	3
RTN4RL2	reticulon 4 receptor like 2	2	2	2	1
SLC43A1	solute carrier family 43 member 1	3	3	3	3
TIMM10	translocase of inner mitochondrial membrane 10	2	1	1	1
SMTNL1	smoothelin like 1	3	3	2	3
UBE2L6	ubiquitin conjugating enzyme E2 L6	3	1	3	1
SERPING1	serpin family G member 1	3	2	3	3
MIR130A	microRNA mir-130a	1	1	1	1
YPEL4	yippee like 4	2	1	1	1
CLP1	cleavage factor polyribonucleotide kinase subunit 1	1	2	1	1
ZDHHC5	zinc finger DHHC-type palmitoyltransferase 5	3	3	3	2
IFITM10	interferon induced transmembrane protein 10	2	2	3	2
MED19	mediator complex subunit 19	3	3	3	1
LOC743878	peptidyl-prolyl cis-trans isomerase A-like	4	3	1	1
TMX2	thioredoxin related transmembrane protein 2	3	3	3	2
SELENOH	selenoprotein H	3	1	2	1
BTBD18	BTB domain containing 18	3	3	1	3
CTNND1	catenin delta 1	3	3	2	2
CTSD	cathepsin D	3	2	2	2
LOC107967339	cytochrome c oxidase subunit NDUFA4	3	1	1	1
LOC466590	olfactory receptor 5AP2-like	3	4	3	3
LOC466591	olfactory receptor 5P55-like	3	3	3	3
OR9Q1	olfactory receptor family 9 subfamily Q member 1	3	3	1	3
LOC112204825	U6 spliceosomal RNA	1	1	1	1
OR6Q1	olfactory receptor family 6 subfamily Q member 1	3	3	3	3
LOC451204	olfactory receptor 9I1-like	3	3	3	3
OR9I1	olfactory receptor family 9 subfamily I member 1	3	3	3	2
OR9Q2	olfactory receptor family 9 subfamily Q member 2	3	3	3	3
LOC466597	olfactory receptor 1S2	4	4	3	4
OR1S1	olfactory receptor family 1 subfamily S member 1	3	3	4	4
OR10Q1	olfactory receptor family 10 subfamily Q member 1	3	3	2	3
LOC466600	olfactory receptor 10W1	3	4	4	4
LOC107967266	large ribosomal subunit protein eL42-like	2	3	4	3
OR5B17	olfactory receptor family 5 subfamily B member 17	3	3	3	3
LOC748371	olfactory receptor 5B3	3	3	3	3
LOC107967291	olfactory receptor 5B2	1	3	3	3
LOC466603	olfactory receptor 5B12	3	3	4	3
LOC104004341	olfactory receptor 5B21	3	3	3	3
LPXN	leupaxin	3	3	4	3
ZFP91	ZFP91 zinc finger protein, atypical E3 ubiquitin ligase	3	3	3	4
CNTF	ciliary neurotrophic factor	3	3	1	3
SYT8	synaptotagmin 8	3	3	3	3
GLYAT	glycine-N-acyltransferase	1	2	1	2
TNNI2	troponin I2, fast skeletal type	2	2	2	3
GLYATL2	glycine-N-acyltransferase like 2	2	3	2	3
GLYATL1	glycine-N-acyltransferase like 1	3	3	3	3
GLYATL1B	glycine-N-acyltransferase like 1B	4	4	2	2
LSP1	lymphocyte specific protein 1	4	4	2	4
FAM111B	FAM111 trypsin like peptidase B	3	3	3	3
FAM111A	FAM111 trypsin like peptidase A	3	3	3	3
DTX4	deltex E3 ubiquitin ligase 4	3	1	3	3
MPEG1	macrophage expressed 1	2	3	3	3
LOC100612226	macrophage-expressed gene 1 protein-like	4	4	3	4
PRR33	proline rich 33	3	3	3	3
LOC748526	olfactory receptor 5AN6-like	1	1	2	1
LOC466609	olfactory receptor 5AN1	3	3	3	3
LOC466610	olfactory receptor 5A1-like	4	3	3	3
LOC107967340	uncharacterized LOC107967340	1	1	1	1
OR5A2	olfactory receptor family 5 subfamily A member 2	3	3	4	4
OR5A1	olfactory receptor family 5 subfamily A member 1	1	3	4	3
TNNT3	troponin T3, fast skeletal type	3	2	2	2
OR4D6	olfactory receptor family 4 subfamily D member 6	3	3	3	3
OR4D10	olfactory receptor family 4 subfamily D member 10	3	3	3	1
LOC466614	olfactory receptor 4D10-like	3	3	4	3
LOC112204858	U6 spliceosomal RNA	1	1	1	1
OR4D11	olfactory receptor family 4 subfamily D member 11	3	3	3	3
OR4D9	olfactory receptor family 4 subfamily D member 9	3	3	3	3
TRNAV-UAC_2	transfer RNA valine (anticodon UAC)	1	1	1	1
TRNAV-UAC_3	transfer RNA valine (anticodon UAC)	1	1	1	1
TRNAR-UCU_3	transfer RNA arginine (anticodon UCU)	1	1	1	1
TRNAL-UAA_3	transfer RNA leucine (anticodon UAA)	1	1	1	1
TRNAK-UUU_8	transfer RNA lysine (anticodon UUU)	1	1	1	1
TRNAF-GAA_6	transfer RNA phenylalanine (anticodon GAA)	1	1	1	1
LOC112204871	U7 small nuclear RNA	1	1	1	1
TRNAK-UUU_9	transfer RNA lysine (anticodon UUU)	1	1	1	1
TRNAF-GAA_7	transfer RNA phenylalanine (anticodon GAA)	1	1	1	1
OSBP	oxysterol binding protein	2	2	2	2
LOC104008490	uncharacterized LOC104008490	1	1	1	1
LOC129136391	uncharacterized LOC129136391	1	2	1	1
PATL1	PAT1 homolog 1, processing body mRNA decay factor	3	3	3	2
LOC104008492	uncharacterized LOC104008492	2	2	1	1
OR10V1	olfactory receptor family 10 subfamily V member 1	3	3	3	3
STX3	syntaxin 3	3	3	4	3
MRPL16	mitochondrial ribosomal protein L16	1	1	2	2
CBLIF	cobalamin binding intrinsic factor	3	3	2	3
TCN1	transcobalamin 1	3	3	3	3
MRPL23	mitochondrial ribosomal protein L23	3	2	1	2
OOSP3	oocyte secreted protein family member 3	2	3	3	3
OOSP1	oocyte secreted protein 1	3	3	3	3
OOSP4A	oocyte secreted protein family member 4A	2	3	2	2
OOSP4B	oocyte secreted protein family member 4B	3	3	3	2
OOSP2	oocyte secreted protein 2	1	2	1	2
MS4A3	membrane spanning 4-domains A3	1	3	1	1
MS4A2	membrane spanning 4-domains A2	3	2	3	3
MS4A6A	membrane spanning 4-domains A6A	3	3	1	2
MS4A4E	membrane spanning 4-domains A4E	3	3	3	4
MS4A4A	membrane spanning 4-domains A4A	2	2	3	3
LOC736599	membrane-spanning 4-domains subfamily A member 6A	4	4	4	4
H19	H19, imprinted maternally expressed transcript	1	1	1	1
MS4A7	membrane spanning 4-domains A7	3	3	3	3
MS4A14	membrane spanning 4-domains A14	3	3	4	4
MS4A5	membrane spanning 4-domains A5	2	3	3	3
LOC451223	membrane spanning 4-domains A1	2	2	1	2
LOC107967096	uncharacterized LOC107967096	1	2	2	1
MS4A12	membrane spanning 4-domains A12	1	3	3	3
MS4A13	membrane spanning 4-domains A13	3	3	2	3
LOC134807349	membrane-spanning 4-domains subfamily A member 12-like	3	4	4	3
LOC129136426	membrane-spanning 4-domains subfamily A member 8-like	3	3	3	3
MS4A8	membrane spanning 4-domains A8	3	3	2	2
MS4A18	membrane spanning 4-domains A18	3	3	3	1
MS4A15	membrane spanning 4-domains A15	3	3	3	2
LOC134807287	uncharacterized LOC134807287	1	1	1	1
MS4A10	membrane spanning 4-domains A10	3	3	1	3
CCDC86	coiled-coil domain containing 86	2	3	1	3
PTGDR2	prostaglandin D2 receptor 2	3	3	2	2
ZP1	zona pellucida glycoprotein 1	2	3	3	3
PRPF19	pre-mRNA processing factor 19	2	2	2	2
LOC134807350	uncharacterized LOC134807350	1	1	1	1
LOC107967098	uncharacterized LOC107967098	1	2	2	1
TMEM109	transmembrane protein 109	3	3	2	3
TMEM132A	transmembrane protein 132A	3	3	3	3
SLC15A3	solute carrier family 15 member 3	3	3	3	3
LOC112204835	U6 spliceosomal RNA	1	1	1	1
LOC134807351	uncharacterized LOC134807351	1	2	1	1
CD6	CD6 molecule	3	3	3	3
LOC134807352	uncharacterized LOC134807352	1	1	1	1
LOC134807353	uncharacterized LOC134807353	1	1	1	1
CD5	CD5 molecule	3	3	3	3
VPS37C	VPS37C subunit of ESCRT-I	2	3	3	1
LOC107966244	pepsin A-5	3	3	3	3
LOC107973353	pepsin A-5	3	3	3	3
LOC466625	pepsin A-5	3	3	3	3
VWCE	von Willebrand factor C and EGF domains	3	3	3	3
DDB1	damage specific DNA binding protein 1	3	2	2	2
TKFC	triokinase and FMN cyclase	2	3	2	3
CYB561A3	cytochrome b561 family member A3	2	1	1	3
TMEM138	transmembrane protein 138	2	4	2	1
TMEM216	transmembrane protein 216	1	1	2	1
CPSF7	cleavage and polyadenylation specific factor 7	2	1	2	1
SDHAF2	succinate dehydrogenase complex assembly factor 2	1	2	1	1
SAXO4	stabilizer of axonemal microtubules 4	3	3	3	2
LOC104001192	uncharacterized LOC104001192	1	1	1	1
LRRC10B	leucine rich repeat containing 10B	1	3	3	3
SYT7	synaptotagmin 7	3	2	3	2
LOC134807354	uncharacterized LOC134807354	1	1	1	1
LOC100613484	large ribosomal subunit protein uL10-like	3	3	1	1
DAGLA	diacylglycerol lipase alpha	2	2	2	3
MYRF	myelin regulatory factor	1	2	2	3
IGF2	insulin like growth factor 2	3	3	2	2
TMEM258	transmembrane protein 258	1	2	2	2
FEN1	flap structure-specific endonuclease 1	1	1	3	2
FADS1	fatty acid desaturase 1	2	3	3	3
LOC134807324	uncharacterized LOC134807324	1	1	1	1
LOC129136429	uncharacterized LOC129136429	1	1	2	1
IGF2-AS	IGF2 antisense RNA	2	2	2	2
FADS2	fatty acid desaturase 2	3	3	2	2
FADS3	fatty acid desaturase 3	2	4	2	3
RAB3IL1	RAB3A interacting protein like 1	3	3	3	2
LOC112204832	U6 spliceosomal RNA	1	1	1	1
BEST1	bestrophin 1	3	3	3	2
FTH1	ferritin heavy chain 1	1	1	1	1
INS	insulin	3	3	3	2
LOC104001207	uncharacterized LOC104001207	3	3	3	3
TH	tyrosine hydroxylase	3	3	3	2
LOC129136430	uncharacterized LOC129136430	1	1	2	1
INCENP	inner centromere protein	3	3	3	3
SCGB1D1	secretoglobin family 1D member 1	3	2	2	3
SCGB2A1	secretoglobin family 2A member 1	1	3	3	3
SCGB1D2	secretoglobin family 1D member 2	2	2	1	1
SCGB2A2	secretoglobin family 2A member 2	1	3	2	2
SCGB1D4	secretoglobin family 1D member 4	3	1	3	1
ASRGL1	asparaginase and isoaspartyl peptidase 1	3	2	3	3
LOC104001196	uncharacterized LOC104001196	1	1	1	1
SCGB1A1	secretoglobin family 1A member 1	1	3	3	3
AHNAK	AHNAK nucleoprotein	3	3	3	3
EEF1G	eukaryotic translation elongation factor 1 gamma	1	1	1	3
TUT1	terminal uridylyl transferase 1, U6 snRNA-specific	3	2	3	3
MTA2	metastasis associated 1 family member 2	2	2	1	2
EML3	EMAP like 3	2	3	3	2
B3GAT3	beta-1,3-glucuronyltransferase 3	1	2	2	3
ROM1	retinal outer segment membrane protein 1	3	2	2	1
GANAB	glucosidase II alpha subunit	3	3	2	1
INTS5	integrator complex subunit 5	1	2	3	2
LOC112204887	small nucleolar RNA SNORA57	1	1	1	1
CSKMT	citrate synthase lysine methyltransferase	1	3	1	3
LBHD1	LBH domain containing 1	3	3	3	3
UBXN1	UBX domain protein 1	1	1	1	3
LRRN4CL	LRRN4 C-terminal like	2	3	1	2
BSCL2	BSCL2 lipid droplet biogenesis associated, seipin	2	3	2	3
GNG3	G protein subunit gamma 3	1	1	1	1
HNRNPUL2	heterogeneous nuclear ribonucleoprotein U like 2	3	3	1	3
TTC9C	tetratricopeptide repeat domain 9C	3	1	1	1
ZBTB3	zinc finger and BTB domain containing 3	2	2	2	3
POLR2G	RNA polymerase II subunit G	1	2	1	1
TAF6L	TATA-box binding protein associated factor 6 like	2	3	3	3
TMEM223	transmembrane protein 223	3	3	3	1
TMEM179B	transmembrane protein 179B	3	2	2	3
NXF1	nuclear RNA export factor 1	3	3	2	2
STX5	syntaxin 5	1	2	2	2
LOC112204848	U6 spliceosomal RNA	1	1	1	1
TEX54	testis expressed 54	1	1	1	2
WDR74	WD repeat domain 74	3	3	3	2
LOC112204942	U2 spliceosomal RNA	1	1	1	1
LOC741337	uncharacterized LOC741337	2	2	2	1
LOC112204884	small nucleolar RNA SNORD22	1	1	1	1
LOC112204881	small nucleolar RNA SNORD31	1	1	1	1
LOC112204880	small nucleolar RNA SNORD30	1	1	1	1
LOC112204876	small nucleolar RNA SNORD29	1	1	1	1
LOC112204885	small nucleolar RNA SNORD22	1	1	1	1
LOC112204877	small nucleolar RNA SNORD28	1	1	1	1
LOC112204878	small nucleolar RNA SNORD27	1	1	1	1
LOC112204861	small nucleolar RNA SNORD25	1	1	1	1
LOC112204879	small nucleolar RNA SNORD26	1	1	1	1
SLC3A2	solute carrier family 3 member 2	3	3	3	3
CHRM1	cholinergic receptor muscarinic 1	1	2	2	2
LOC134807254	uncharacterized LOC134807254	1	1	1	1
LOC129136362	uncharacterized LOC129136362	2	3	2	3
SLC22A6	solute carrier family 22 member 6	2	2	2	1
ASCL2	achaete-scute family bHLH transcription factor 2	1	2	1	1
SLC22A8	solute carrier family 22 member 8	2	2	2	1
SLC22A24	solute carrier family 22 member 24	4	4	3	3
LOC104001205	telomeric repeat-binding factor 1-like	2	4	1	3
SLC22A25	solute carrier family 22 member 25	3	4	4	3
SLC22A10	solute carrier family 22 member 10	3	2	3	2
C11H11orf21	chromosome 11 C11orf21 homolog	3	4	3	3
TSPAN32	tetraspanin 32	3	3	3	3
SLC22A9	solute carrier family 22 member 9	2	3	3	3
PLAAT5	phospholipase A and acyltransferase 5	1	3	3	3
LOC107967343	uncharacterized LOC107967343	1	1	1	1
LGALS12	galectin 12	2	3	3	2
LOC112204829	U6 spliceosomal RNA	1	1	1	1
PLAAT4	phospholipase A and acyltransferase 4	1	1	2	1
PLAAT2	phospholipase A and acyltransferase 2	3	3	3	3
PLAAT3	phospholipase A and acyltransferase 3	2	2	3	4
LOC104008386	uncharacterized LOC104008386	1	1	2	1
LOC112204746	uncharacterized LOC112204746	1	1	1	1
ATL3	atlastin GTPase 3	3	3	3	3
RTN3	reticulon 3	3	3	3	1
LOC129136434	small ribosomal subunit protein eS19	2	3	3	1
ZFTA	zinc finger translocation associated	3	3	3	2
SPINDOC	spindlin interactor and repressor of chromatin binding	3	3	3	3
MARK2	microtubule affinity regulating kinase 2	2	2	2	1
RCOR2	REST corepressor 2	3	3	3	3
NAA40	N-alpha-acetyltransferase 40, NatD catalytic subunit	2	1	1	3
LOC112204821	U6 spliceosomal RNA	1	1	1	1
COX8A	cytochrome c oxidase subunit 8A (ubiquitous)	1	1	1	1
CD81	CD81 molecule	3	3	2	2
OTUB1	OTU deubiquitinase, ubiquitin aldehyde binding 1	2	2	1	1
MACROD1	mono-ADP ribosylhydrolase 1	2	3	3	3
LOC107967110	uncharacterized LOC107967110	1	1	1	1
FLRT1	fibronectin leucine rich transmembrane protein 1	3	2	2	2
TSSC4	tumor suppressing subtransferable candidate 4	3	3	3	1
STIP1	stress induced phosphoprotein 1	3	2	1	1
FERMT3	FERM domain containing kindlin 3	4	3	3	3
TRPT1	tRNA phosphotransferase 1	2	2	1	1
NUDT22	nudix hydrolase 22	1	1	1	1
DNAJC4	DnaJ heat shock protein family (Hsp40) member C4	1	1	1	1
VEGFB	vascular endothelial growth factor B	3	3	3	3
LOC129136435	collagen alpha-1(XXVII) chain	1	1	1	2
FKBP2	FKBP prolyl isomerase 2	1	1	1	2
PPP1R14B	protein phosphatase 1 regulatory inhibitor subunit 14B	3	3	1	1
LOC104001204	uncharacterized LOC104001204	1	1	1	1
TRPM5	transient receptor potential cation channel subfamily M member 5	3	3	3	2
PLCB3	phospholipase C beta 3	3	3	3	3
BAD	BCL2 associated agonist of cell death	2	3	1	1
GPR137	G protein-coupled receptor 137	3	2	2	1
KCNK4	potassium two pore domain channel subfamily K member 4	3	2	2	1
CATSPERZ	catsper channel auxiliary subunit zeta	2	2	1	3
ESRRA	estrogen related receptor alpha	3	2	2	2
TRMT112	tRNA methyltransferase activator subunit 11-2	1	2	1	2
PRDX5	peroxiredoxin 5	3	3	3	1
LOC107967111	uncharacterized LOC107967111	1	1	1	1
CCDC88B	coiled-coil domain containing 88B	3	3	3	3
RPS6KA4	ribosomal protein S6 kinase A4	3	2	3	3
MIR1237	microRNA mir-1237	1	1	1	1
LOC107967344	uncharacterized LOC107967344	1	1	2	2
LOC107967345	uncharacterized LOC107967345	3	3	2	1
LOC107967112	uncharacterized LOC107967112	1	1	1	1
SLC22A11	solute carrier family 22 member 11	2	2	2	3
SLC22A12	solute carrier family 22 member 12	3	3	3	3
NRXN2	neurexin 2	1	3	3	1
LOC107967113	uncharacterized LOC107967113	1	1	1	1
KCNQ1	potassium voltage-gated channel subfamily Q member 1	2	3	3	3
RASGRP2	RAS guanyl releasing protein 2	3	2	3	3
PYGM	glycogen phosphorylase, muscle associated	2	2	2	1
SF1	splicing factor 1	2	2	2	2
MAP4K2	mitogen-activated protein kinase kinase kinase kinase 2	2	1	2	3
MEN1	menin 1	2	2	1	2
CDC42BPG	CDC42 binding protein kinase gamma	3	2	3	3
EHD1	EH domain containing 1	2	2	2	1
MIR192	microRNA mir-192	1	1	1	1
ATG2A	autophagy related 2A	3	3	3	3
GPHA2	glycoprotein hormone subunit alpha 2	1	3	3	3
PPP2R5B	protein phosphatase 2 regulatory subunit B'beta	2	3	3	3
MAJIN	membrane anchored junction protein	1	1	1	1
BATF2	basic leucine zipper ATF-like transcription factor 2	3	3	3	2
ARL2	ADP ribosylation factor like GTPase 2	3	3	4	3
SNX15	sorting nexin 15	3	3	3	1
SAC3D1	SAC3 domain containing 1	3	4	3	3
NAALADL1	N-acetylated alpha-linked acidic dipeptidase like 1	3	3	3	3
CDCA5	cell division cycle associated 5	1	1	1	1
ZFPL1	zinc finger protein like 1	2	3	3	1
TMEM262	transmembrane protein 262	1	2	2	1
VPS51	VPS51 subunit of GARP complex	1	2	2	2
LOC107967115	uncharacterized LOC107967115	1	1	1	1
TM7SF2	transmembrane 7 superfamily member 2	1	3	3	1
ZNHIT2	zinc finger HIT-type containing 2	3	3	1	3
FAU	FAU ubiquitin like and ribosomal protein S30 fusion	1	2	1	1
MRPL49	mitochondrial ribosomal protein L49	1	1	1	1
SYVN1	synoviolin 1	3	3	3	2
SPDYC	speedy/RINGO cell cycle regulator family member C	3	1	2	2
LOC129136302	HIG1 domain family member 1A, mitochondrial-like	1	3	3	1
LOC112204943	U2 spliceosomal RNA	1	1	1	1
CAPN1	calpain 1	3	2	2	3
LOC745011	solute carrier family 22 member 20	3	4	3	4
POLA2	DNA polymerase alpha 2, accessory subunit	3	3	1	3
LOC104001212	uncharacterized LOC104001212	1	1	1	1
CDC42EP2	CDC42 effector protein 2	3	2	2	2
DPF2	double PHD fingers 2	2	2	2	2
TIGD3	tigger transposable element derived 3	1	1	3	1
SLC25A45	solute carrier family 25 member 45	1	2	2	2
FRMD8	FERM domain containing 8	3	3	3	2
LOC134807257	uncharacterized LOC134807257	1	1	1	1
LOC134807256	uncharacterized LOC134807256	1	1	1	1
MIR612	microRNA mir-612	1	1	1	1
FAUP4	putative ubiquitin-like protein FUBI-like protein ENSP00000310146	1	3	3	1
LOC104001214	uncharacterized LOC104001214	1	1	1	1
SCYL1	SCY1 like pseudokinase 1	3	3	3	3
LTBP3	latent transforming growth factor beta binding protein 3	3	3	3	1
ZNRD2	zinc ribbon domain containing 2	3	2	3	1
FAM89B	family with sequence similarity 89 member B	2	3	2	1
EHBP1L1	EH domain binding protein 1 like 1	3	3	3	2
KCNK7	potassium two pore domain channel subfamily K member 7	2	3	3	3
MAP3K11	mitogen-activated protein kinase kinase kinase 11	1	2	3	1
PCNX3	pecanex 3	3	3	3	3
SIPA1	signal-induced proliferation-associated 1	3	3	3	3
RELA	RELA proto-oncogene, NF-kB subunit	1	3	3	2
LOC107967119	uncharacterized LOC107967119	1	1	1	1
KAT5	lysine acetyltransferase 5	2	3	3	3
RNASEH2C	ribonuclease H2 subunit C	3	3	2	1
AP5B1	adaptor related protein complex 5 subunit beta 1	2	3	3	1
LOC107967120	uncharacterized LOC107967120	4	4	1	1
OVOL1	ovo like transcriptional repressor 1	2	2	2	2
SNX32	sorting nexin 32	3	3	1	1
CFL1	cofilin 1	2	1	1	1
LOC134807258	uncharacterized LOC134807258	1	1	1	1
MUS81	MUS81 structure-specific endonuclease subunit	3	3	1	1
EFEMP2	EGF containing fibulin extracellular matrix protein 2	2	3	1	1
FIBP	FGF1 intracellular binding protein	1	2	1	2
CTSW	cathepsin W	3	3	3	1
CCDC85B	coiled-coil domain containing 85B	1	1	1	1
FOSL1	FOS like 1, AP-1 transcription factor subunit	1	1	2	1
C11H11orf68	chromosome 11 C11orf68 homolog	3	1	1	1
DRAP1	DR1 associated protein 1	2	1	1	3
TSGA10IP	testis specific 10 interacting protein	1	3	3	3
SART1	spliceosome associated factor 1, recruiter of U4/U6.U5 tri-snRNP	2	3	2	3
EIF1AD	eukaryotic translation initiation factor 1A domain containing	1	1	1	1
BANF1	BAF nuclear assembly factor 1	2	2	1	1
CST6	cystatin E/M	1	1	1	1
CATSPER1	cation channel sperm associated 1	4	3	3	3
GAL3ST3	galactose-3-O-sulfotransferase 3	3	3	2	3
SF3B2	splicing factor 3b subunit 2	2	2	2	1
LOC134807259	uncharacterized LOC134807259	1	1	1	1
PACS1	phosphofurin acidic cluster sorting protein 1	1	3	3	1
LOC112204924	small nucleolar RNA U13	1	1	1	1
KLC2	kinesin light chain 2	3	3	1	2
RAB1B	RAB1B, member RAS oncogene family	1	2	1	2
CNIH2	cornichon family AMPA receptor auxiliary protein 2	2	1	1	4
TMEM151A	transmembrane protein 151A	2	1	2	1
YIF1A	Yip1 interacting factor homolog A, membrane trafficking protein	3	3	2	2
CD248	CD248 molecule	3	3	3	1
RIN1	Ras and Rab interactor 1	3	3	1	3
BRMS1	BRMS1 transcriptional repressor and anoikis regulator	2	2	1	1
B4GAT1	beta-1,4-glucuronyltransferase 1	3	3	1	1
LOC129136310	uncharacterized LOC129136310	2	2	1	1
TRNAS-GCU_5	transfer RNA serine (anticodon GCU)	1	1	1	1
SLC29A2	solute carrier family 29 member 2	2	2	3	2
NPAS4	neuronal PAS domain protein 4	1	1	1	3
LOC112204899	small nucleolar RNA SNORA43	1	1	1	1
MRPL11	mitochondrial ribosomal protein L11	2	1	1	3
LOC100610222	glutaredoxin-like protein C5orf63 homolog	1	3	1	1
PELI3	pellino E3 ubiquitin protein ligase family member 3	2	2	1	3
LOC107967123	uncharacterized LOC107967123	1	1	1	1
DPP3	dipeptidyl peptidase 3	3	3	1	2
BBS1	Bardet-Biedl syndrome 1	2	3	2	2
ZDHHC24	zinc finger DHHC-type containing 24	1	1	1	3
LOC129136311	uncharacterized LOC129136311	1	3	2	2
ACTN3	actinin alpha 3	3	3	2	3
CTSF	cathepsin F	3	1	1	1
CCDC87	coiled-coil domain containing 87	3	3	1	3
CCS	copper chaperone for superoxide dismutase	3	1	1	3
RBM14	RNA binding motif protein 14	2	1	1	2
RBM4	RNA binding motif protein 4	2	3	1	1
RBM4B	RNA binding motif protein 4B	3	3	1	1
SPTBN2	spectrin beta, non-erythrocytic 2	2	3	2	2
TOP6BL	TOP6B like initiator of meiotic double strand breaks	1	2	2	2
RCE1	Ras converting CAAX endopeptidase 1	1	3	1	1
PC	pyruvate carboxylase	2	2	1	1
LRFN4	leucine rich repeat and fibronectin type III domain containing 4	3	3	3	2
LOC112204863	U7 small nuclear RNA	1	1	1	1
LOC129136313	uncharacterized LOC129136313	1	1	1	1
C11H11orf86	chromosome 11 C11orf86 homolog	3	3	3	1
SYT12	synaptotagmin 12	3	3	3	2
RHOD	ras homolog family member D	1	1	1	1
KDM2A	lysine demethylase 2A	3	3	3	2
LOC112204932	small nucleolar RNA U13	1	1	1	1
GRK2	G protein-coupled receptor kinase 2	2	2	1	2
ANKRD13D	ankyrin repeat domain 13D	2	2	2	1
SSH3	slingshot protein phosphatase 3	3	3	3	3
LOC134807355	uncharacterized LOC134807355	2	1	1	2
POLD4	DNA polymerase delta 4, accessory subunit	1	3	1	1
CLCF1	cardiotrophin like cytokine factor 1	2	2	1	2
RAD9A	RAD9 checkpoint clamp component A	1	2	2	3
PPP1CA	protein phosphatase 1 catalytic subunit alpha	1	1	1	1
TBC1D10C	TBC1 domain family member 10C	3	1	1	3
CARNS1	carnosine synthase 1	3	3	3	3
RPS6KB2	ribosomal protein S6 kinase B2	3	3	1	1
PTPRCAP	protein tyrosine phosphatase receptor type C associated protein	4	3	1	1
LOC107967132	uncharacterized LOC107967132	1	1	1	1
CORO1B	coronin 1B	3	3	2	2
GPR152	G protein-coupled receptor 152	2	3	3	3
CABP4	calcium binding protein 4	3	3	2	1
TMEM134	transmembrane protein 134	1	2	1	2
AIP	aryl hydrocarbon receptor interacting protein	2	3	1	1
PITPNM1	phosphatidylinositol transfer protein membrane associated 1	3	3	3	3
CDK2AP2	cyclin dependent kinase 2 associated protein 2	2	2	1	1
CABP2	calcium binding protein 2	1	1	1	4
GSTP1	glutathione S-transferase pi 1	2	2	2	2
LOC100608828	uncharacterized protein NDUFV1-DT	4	4	3	4
NDUFV1	NADH:ubiquinone oxidoreductase core subunit V1	3	2	3	2
